# Created At: Mon Aug 05 2024 18:30:13 GMT+0200 (centraleuropeisk sommartid)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?tissues=UBERON%3A0002369&genes=AIF1%2CCST3%2CHLA-DRA%2CHLA-DPA1%2CLYZ%2CHLA-DQB1%2CLST1%2CSAT1%2CHLA-DPB1%2CPSAP%2CCD74%2CTYROBP%2CHLA-DRB1%2CCPVL%2CHLA-DQA1%2CCTSS%2CMS4A6A%2CCALHM6%2CFGL2%2CCSTA%2CGPR183%2CSPI1%2CJAML%2CHLA-DMB%2CRNASE6%2CC1QB%2CNPC2%2CC1QA%2CCD163%2CC1QC%2CMS4A7%2CCTSB%2CGRN%2CC5AR1%2CVSIG4%2CCD14%2CMS4A4A%2CFCER1G%2CPLAUR%2CMAFB%2CLAPTM5%2CLIPA%2CFCGR3A%2CAPOC1%2CCSF1R%2CMPO%2CRETN%2CMS4A3%2CS100A9%2CPRTN3%2CS100A8%2CAZU1%2CPLAC8%2CDEFA4%2CS100P%2CMNDA%2CNUCB2%2CCTSG%2CSRGN%2CDEFA3%2CTREM2%2CCD3E%2CCD3D%2CZFP36L2%2CBTG1%2CCXCR4%2CHLA-B%2CGZMA%2CCD2%2CPTPRC%2CCCL5%2CCST7%2CHLA-C%2CDUSP2%2CCD7%2CIL2RG%2CCYTIP%2CNKG7%2CGZMH%2CHLA-A%2CTNFAIP3%2CLCK%2CCD8A%2CIL32%2CCD3G%2CTRBC2%2CFLT1%2CLDB2%2CEMCN%2CPLVAP%2CCALCRL%2CPTPRB%2CEPAS1%2CKDR%2CST6GALNAC3%2CTGFBR2%2CHSPG2%2CRAMP2%2CEFNB2%2CPRCP%2CCDH5%2CCHRM3%2CA2M%2CEGFL7%2CKIAA1217%2CBTNL9%2CARHGAP29%2CENG%2CPTPRG%2CRASAL2%2CSEC14L1%2CCOL3A1%2CCOL1A2%2CCOL1A1%2CDCN%2CLUM%2CGPC3%2CPOSTN%2CFSTL1%2CMEST%2CSPARC%2CISLR%2COGN%2CCXCL12%2CCOL5A2%2CCOL5A1%2CPCOLCE%2CPLAC9%2CMGP%2CFBN1%2COLFML3%2CSERPINH1%2CCOL12A1%2CCRABP2%2CSULT1E1%2CPRSS35%2CNRXN1%2CNKAIN3%2CNRXN3%2CDST%2CPTPRZ1%2COLFML2A%2CSLC35F1%2CGAS7%2CPLP1%2CLRRTM4%2CQKI%2CPCDH9%2CCDH19%2CSOX5%2CNLGN4X%2CMPZ%2CIL1RAPL1%2CSORCS1%2CNLGN1%2CZNF536%2CTIMP3%2CPARD3B%2CVCAN%2CNAALADL2%2CRBFOX1%2CRGS5_ENSG00000143248%2CSTMN2%2CCACNA2D3%2CCNTN1%2CKCNQ5%2CCNTNAP2%2CDPP6%2CMAP1B%2CCADM2%2CSYT1%2CDLC1%2CCADM1%2CALCAM%2CRBMS3%2CLINGO2%2CUNC5C%2CCHGB%2CBMPR1B%2CTENM3%2CEML5%2CSEMA6D%2CPLXNA4%2CSORBS2%2CCTNNA2%2CFAM155A%2CCHGA%2CCCSER1%2CFGF14%2CAGBL4%2CROBO1%2CMEG3%2CROBO2%2CLSAMP%2CSLC24A2%2CDGKB%2CRALYL%2CMGAT4C%2CCACNB2%2CMAGI2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adrenal gland,mesenchymal stem cell,413,,SPI1,,,
adrenal gland,mesenchymal stem cell,413,0.00%,JAML,3.124087333679199,0.36365932449021066,1
adrenal gland,mesenchymal stem cell,413,,HLA-DMB,,,
adrenal gland,mesenchymal stem cell,413,,RNASE6,,,
adrenal gland,mesenchymal stem cell,413,0.00%,C1QB,2.3737049102783203,0.20391050099130617,1
adrenal gland,mesenchymal stem cell,413,0.08%,NPC2,2.5733127759850545,0.2464049954162415,115
adrenal gland,mesenchymal stem cell,413,0.00%,C1QA,2.48603892326355,0.227825275449868,4
adrenal gland,mesenchymal stem cell,413,0.00%,CD163,2.69197146097819,0.27166622853477607,3
adrenal gland,mesenchymal stem cell,413,0.00%,C1QC,2.3990137577056885,0.2092984984637302,2
adrenal gland,mesenchymal stem cell,413,0.00%,MS4A7,2.031682252883911,0.13109733876250954,1
adrenal gland,mesenchymal stem cell,413,0.05%,CTSB,2.3849120669894748,0.20629639123012686,72
adrenal gland,mesenchymal stem cell,413,0.03%,GRN,2.346562703450521,0.1981321998575275,36
adrenal gland,mesenchymal stem cell,413,0.00%,C5AR1,2.1583645343780518,0.1580667143711844,1
adrenal gland,mesenchymal stem cell,413,,VSIG4,,,
adrenal gland,mesenchymal stem cell,413,0.00%,CD14,2.5728349685668945,0.24630327505269117,2
adrenal gland,mesenchymal stem cell,413,,MS4A4A,,,
adrenal gland,mesenchymal stem cell,413,0.00%,FCER1G,2.6910133361816406,0.2714622534625453,2
adrenal gland,mesenchymal stem cell,413,0.01%,PLAUR,2.34267337505634,0.1973042012053798,13
adrenal gland,mesenchymal stem cell,413,0.02%,MAFB,2.3231043382124468,0.19313815131491133,22
adrenal gland,mesenchymal stem cell,413,0.00%,LAPTM5,2.200533866882324,0.16704413847549712,3
adrenal gland,mesenchymal stem cell,413,0.02%,LIPA,2.2576163609822593,0.17919642375094286,24
adrenal gland,mesenchymal stem cell,413,,FCGR3A,,,
adrenal gland,mesenchymal stem cell,413,0.02%,APOC1,2.4317919413248696,0.21627664201600508,24
adrenal gland,mesenchymal stem cell,413,0.00%,CSF1R,2.009380022684733,0.12634941966870486,3
adrenal gland,mesenchymal stem cell,413,0.00%,MPO,2.4363245964050293,0.21724159840864035,2
adrenal gland,mesenchymal stem cell,413,,RETN,,,
adrenal gland,mesenchymal stem cell,413,,MS4A3,,,
adrenal gland,mesenchymal stem cell,413,0.01%,S100A9,2.6003099169049944,0.25215241348641465,7
adrenal gland,mesenchymal stem cell,413,,PRTN3,,,
adrenal gland,mesenchymal stem cell,413,0.01%,S100A8,2.5975966453552246,0.2515747854338487,8
adrenal gland,mesenchymal stem cell,413,0.00%,AZU1,2.6601107120513916,0.26488339754336976,1
adrenal gland,mesenchymal stem cell,413,0.00%,PLAC8,2.210804303487142,0.16923061048400156,6
adrenal gland,mesenchymal stem cell,413,,DEFA4,,,
adrenal gland,mesenchymal stem cell,413,,S100P,,,
adrenal gland,mesenchymal stem cell,413,,MNDA,,,
adrenal gland,mesenchymal stem cell,413,0.05%,NUCB2,2.46996119402457,0.22440248961378656,69
adrenal gland,mesenchymal stem cell,413,,CTSG,,,
adrenal gland,mesenchymal stem cell,413,0.01%,SRGN,2.449153019831731,0.21997263992274382,13
adrenal gland,mesenchymal stem cell,413,0.00%,DEFA3,2.5231564044952393,0.23572721154684043,1
adrenal gland,mesenchymal stem cell,413,,TREM2,,,
adrenal gland,mesenchymal stem cell,413,,CD3E,,,
adrenal gland,mesenchymal stem cell,413,,CD3D,,,
adrenal gland,mesenchymal stem cell,413,0.06%,ZFP36L2,2.467690860523897,0.2239191585890021,85
adrenal gland,mesenchymal stem cell,413,0.11%,BTG1,2.5686354025816307,0.2454092299572432,156
adrenal gland,mesenchymal stem cell,413,0.01%,CXCR4,2.478546905517578,0.22623030069669134,10
adrenal gland,mesenchymal stem cell,413,0.01%,HLA-B,2.3899222479926214,0.2073630080588391,18
adrenal gland,mesenchymal stem cell,413,,GZMA,,,
adrenal gland,mesenchymal stem cell,413,,CD2,,,
adrenal gland,mesenchymal stem cell,413,0.00%,PTPRC,2.4982106685638428,0.23041651683694317,1
adrenal gland,mesenchymal stem cell,413,0.00%,CCL5,2.386774698893229,0.20669292671117892,3
adrenal gland,mesenchymal stem cell,413,,CST7,,,
adrenal gland,mesenchymal stem cell,413,0.02%,HLA-C,2.3854598999023438,0.20641301931278924,27
adrenal gland,mesenchymal stem cell,413,0.01%,DUSP2,2.4863684517996654,0.22789542874012658,7
adrenal gland,mesenchymal stem cell,413,0.00%,CD7,2.5095534324645996,0.2328312764739819,1
adrenal gland,mesenchymal stem cell,413,,IL2RG,,,
adrenal gland,mesenchymal stem cell,413,0.00%,CYTIP,2.3562300205230713,0.2001902738216424,1
adrenal gland,mesenchymal stem cell,413,0.00%,NKG7,1.591443657875061,0.03737499743588818,1
adrenal gland,mesenchymal stem cell,413,,GZMH,,,
adrenal gland,mesenchymal stem cell,413,0.03%,HLA-A,2.3395023890904016,0.19662913038603091,35
adrenal gland,mesenchymal stem cell,413,0.04%,TNFAIP3,2.416546173095703,0.21303097225883216,50
adrenal gland,mesenchymal stem cell,413,,LCK,,,
adrenal gland,mesenchymal stem cell,413,0.00%,CD8A,2.63572096824646,0.25969106793013197,1
adrenal gland,mesenchymal stem cell,413,0.01%,IL32,2.4208200454711912,0.2139408364327215,20
adrenal gland,mesenchymal stem cell,413,,CD3G,,,
adrenal gland,mesenchymal stem cell,413,,TRBC2,,,
adrenal gland,mesenchymal stem cell,413,0.00%,FLT1,2.463237762451172,0.22297113907807192,6
adrenal gland,mesenchymal stem cell,413,0.03%,LDB2,2.439582114995912,0.21793509114806361,43
adrenal gland,mesenchymal stem cell,413,0.01%,EMCN,2.4420163896348743,0.21845332358198044,18
adrenal gland,mesenchymal stem cell,413,0.00%,PLVAP,2.432297706604004,0.21638431432520192,6
adrenal gland,mesenchymal stem cell,413,0.01%,CALCRL,2.4833246866861978,0.2272474419526966,15
adrenal gland,mesenchymal stem cell,413,0.00%,PTPRB,2.4109387397766113,0.21183720645670476,2
adrenal gland,mesenchymal stem cell,413,0.01%,EPAS1,2.279474605213512,0.18384982272565328,11
adrenal gland,mesenchymal stem cell,413,0.01%,KDR,2.205845696585519,0.16817497325953443,14
adrenal gland,mesenchymal stem cell,413,0.01%,ST6GALNAC3,2.2621069515452668,0.1801524250336015,17
adrenal gland,mesenchymal stem cell,413,0.03%,TGFBR2,2.416501244833303,0.21302140748647558,43
adrenal gland,mesenchymal stem cell,413,0.02%,HSPG2,2.4317695911114035,0.21627188388175936,26
adrenal gland,mesenchymal stem cell,413,0.05%,RAMP2,2.3446944969287817,0.19773447759672585,69
adrenal gland,mesenchymal stem cell,413,0.02%,EFNB2,2.3370828174409413,0.19611402806977357,21
adrenal gland,mesenchymal stem cell,413,0.03%,PRCP,2.3754533466539884,0.20428272540017461,38
adrenal gland,mesenchymal stem cell,413,0.00%,CDH5,2.592054605484009,0.25039494123494244,4
adrenal gland,mesenchymal stem cell,413,,CHRM3,,,
adrenal gland,mesenchymal stem cell,413,0.04%,A2M,2.5250342232840404,0.23612698016201608,49
adrenal gland,mesenchymal stem cell,413,0.01%,EGFL7,2.182100704738072,0.16311990481266295,7
adrenal gland,mesenchymal stem cell,413,0.00%,KIAA1217,2.1951120376586912,0.1658898859068377,5
adrenal gland,mesenchymal stem cell,413,0.00%,BTNL9,2.074296236038208,0.14016942449000833,1
adrenal gland,mesenchymal stem cell,413,0.00%,ARHGAP29,2.1309826374053955,0.15223738563141304,4
adrenal gland,mesenchymal stem cell,413,0.01%,ENG,2.3714334699842663,0.2034269343414124,18
adrenal gland,mesenchymal stem cell,413,0.01%,PTPRG,2.361888885498047,0.20139498890277985,7
adrenal gland,mesenchymal stem cell,413,0.01%,RASAL2,2.2361061913626537,0.17461712633827128,7
adrenal gland,mesenchymal stem cell,413,0.01%,SEC14L1,2.3206228256225585,0.1926098623993265,10
adrenal gland,mesenchymal stem cell,413,0.28%,COL3A1,4.334118559160306,0.6212627259551149,393
adrenal gland,mesenchymal stem cell,413,0.29%,COL1A2,4.33584032960199,0.6216292734565179,402
adrenal gland,mesenchymal stem cell,413,0.28%,COL1A1,4.334634470385175,0.6213725582334739,387
adrenal gland,mesenchymal stem cell,413,0.25%,DCN,3.800657764379529,0.5076943217768998,345
adrenal gland,mesenchymal stem cell,413,0.21%,LUM,3.3063822852240667,0.4024680747099966,288
adrenal gland,mesenchymal stem cell,413,0.19%,GPC3,2.9982200707016835,0.3368634580751155,271
adrenal gland,mesenchymal stem cell,413,0.19%,POSTN,3.7713407495207947,0.5014530260240531,269
adrenal gland,mesenchymal stem cell,413,0.22%,FSTL1,2.951291097005208,0.3268727545321862,300
adrenal gland,mesenchymal stem cell,413,0.18%,MEST,2.83953515625,0.3030810458008636,250
adrenal gland,mesenchymal stem cell,413,0.28%,SPARC,3.837736804075915,0.5155880740600638,396
adrenal gland,mesenchymal stem cell,413,0.17%,ISLR,2.74549204290169,0.28306021875712994,233
adrenal gland,mesenchymal stem cell,413,0.17%,OGN,2.734666700487013,0.2807556129177771,231
adrenal gland,mesenchymal stem cell,413,0.17%,CXCL12,2.8189734097184806,0.29870365806487964,232
adrenal gland,mesenchymal stem cell,413,0.17%,COL5A2,2.647991758404356,0.26230339496498123,231
adrenal gland,mesenchymal stem cell,413,0.16%,COL5A1,2.6821305411202565,0.2695711962946458,224
adrenal gland,mesenchymal stem cell,413,0.14%,PCOLCE,2.6071595844469573,0.25361063838223236,190
adrenal gland,mesenchymal stem cell,413,0.15%,PLAC9,2.866009379542151,0.3087171400004062,215
adrenal gland,mesenchymal stem cell,413,0.18%,MGP,3.021747635071536,0.3418722384125392,249
adrenal gland,mesenchymal stem cell,413,0.13%,FBN1,2.7142748886279846,0.27641440255369787,178
adrenal gland,mesenchymal stem cell,413,0.13%,OLFML3,2.60976167158647,0.2541645963991258,176
adrenal gland,mesenchymal stem cell,413,0.18%,SERPINH1,2.7631249615526574,0.2868140886793191,254
adrenal gland,mesenchymal stem cell,413,0.11%,COL12A1,2.6276795211111663,0.2579791252206137,157
adrenal gland,mesenchymal stem cell,413,0.11%,CRABP2,2.576606131888725,0.24710611755685624,148
adrenal gland,mesenchymal stem cell,413,0.13%,SULT1E1,2.8928305584451426,0.314427097538041,184
adrenal gland,mesenchymal stem cell,413,0.09%,PRSS35,2.574128136268029,0.24657857736841804,130
adrenal gland,mesenchymal stem cell,413,0.01%,NRXN1,2.395270029703776,0.20850149666150922,9
adrenal gland,mesenchymal stem cell,413,0.00%,NKAIN3,2.3340513706207275,0.1954686637223068,1
adrenal gland,mesenchymal stem cell,413,0.00%,NRXN3,2.909057855606079,0.3178817248709654,2
adrenal gland,mesenchymal stem cell,413,0.01%,DST,2.4967141832624162,0.23009793026184347,14
adrenal gland,mesenchymal stem cell,413,0.00%,PTPRZ1,2.688248634338379,0.27087367642100874,2
adrenal gland,mesenchymal stem cell,413,0.00%,OLFML2A,2.531097888946533,0.23741787321263388,4
adrenal gland,mesenchymal stem cell,413,0.00%,SLC35F1,2.582188844680786,0.24829462060896948,4
adrenal gland,mesenchymal stem cell,413,0.01%,GAS7,2.345244884490967,0.19785164953837261,16
adrenal gland,mesenchymal stem cell,413,0.02%,PLP1,2.2799382417098335,0.1839485262433647,23
adrenal gland,mesenchymal stem cell,413,0.00%,LRRTM4,2.655177593231201,0.2638331864734808,1
adrenal gland,mesenchymal stem cell,413,0.03%,QKI,2.360909271240234,0.20118643894173588,40
adrenal gland,mesenchymal stem cell,413,0.01%,PCDH9,2.3612742704503678,0.2012641435795026,17
adrenal gland,mesenchymal stem cell,413,0.00%,CDH19,2.6769237518310547,0.26846272355165846,2
adrenal gland,mesenchymal stem cell,413,0.00%,SOX5,2.5857081413269043,0.24904384324695852,3
adrenal gland,mesenchymal stem cell,413,0.01%,NLGN4X,2.5422166188557944,0.23978493828027828,12
adrenal gland,mesenchymal stem cell,413,0.00%,MPZ,2.8453426361083984,0.3043173994865856,1
adrenal gland,mesenchymal stem cell,413,0.00%,IL1RAPL1,2.4612069129943848,0.22253879178246927,3
adrenal gland,mesenchymal stem cell,413,0.00%,SORCS1,2.424020767211914,0.2146222376975732,2
adrenal gland,mesenchymal stem cell,413,0.00%,NLGN1,2.327345371246338,0.19404102432533385,1
adrenal gland,mesenchymal stem cell,413,0.00%,ZNF536,2.6533613204956055,0.26344652039013955,2
adrenal gland,mesenchymal stem cell,413,0.06%,TIMP3,2.3575848929489713,0.20047871244877294,79
adrenal gland,mesenchymal stem cell,413,0.00%,PARD3B,2.2939089139302573,0.18692274096522157,6
adrenal gland,mesenchymal stem cell,413,0.09%,VCAN,2.594272581998967,0.25086712598736094,121
adrenal gland,mesenchymal stem cell,413,0.00%,NAALADL2,2.2915779749552407,0.18642650764832294,6
adrenal gland,mesenchymal stem cell,413,,RBFOX1,,,
adrenal gland,mesenchymal stem cell,413,,RGS5_ENSG00000143248,,,
adrenal gland,mesenchymal stem cell,413,0.01%,STMN2,2.1938766479492187,0.16562688394077824,10
adrenal gland,mesenchymal stem cell,413,,CACNA2D3,,,
adrenal gland,mesenchymal stem cell,413,0.02%,CNTN1,2.3106427001953125,0.1904851947023563,25
adrenal gland,mesenchymal stem cell,413,,KCNQ5,,,
adrenal gland,mesenchymal stem cell,413,0.01%,CNTNAP2,2.3185267448425293,0.1921636280151964,8
adrenal gland,mesenchymal stem cell,413,0.00%,DPP6,2.168290615081787,0.16017987649349305,4
adrenal gland,mesenchymal stem cell,413,0.02%,MAP1B,2.4593594074249268,0.22214547654489883,32
adrenal gland,mesenchymal stem cell,413,0.00%,CADM2,2.471989154815674,0.22483422194170077,1
adrenal gland,mesenchymal stem cell,413,0.00%,SYT1,2.245824098587036,0.17668597043370027,2
adrenal gland,mesenchymal stem cell,413,0.03%,DLC1,2.4058805766858553,0.2107603747271559,38
adrenal gland,mesenchymal stem cell,413,0.02%,CADM1,2.2935903640020463,0.18685492490947397,21
adrenal gland,mesenchymal stem cell,413,0.06%,ALCAM,2.5084786848588423,0.23260247358598266,88
adrenal gland,mesenchymal stem cell,413,0.02%,RBMS3,2.366610050201416,0.2024000770863351,24
adrenal gland,mesenchymal stem cell,413,,LINGO2,,,
adrenal gland,mesenchymal stem cell,413,0.01%,UNC5C,2.2908121744791665,0.18626347647745237,12
adrenal gland,mesenchymal stem cell,413,0.00%,CHGB,2.270580291748047,0.1819563134061,6
adrenal gland,mesenchymal stem cell,413,0.00%,BMPR1B,2.3327882289886475,0.19519975365279485,2
adrenal gland,mesenchymal stem cell,413,0.01%,TENM3,2.3923638661702475,0.20788280385781524,12
adrenal gland,mesenchymal stem cell,413,,EML5,,,
adrenal gland,mesenchymal stem cell,413,0.01%,SEMA6D,2.2044465201241628,0.1678771027516459,7
adrenal gland,mesenchymal stem cell,413,,PLXNA4,,,
adrenal gland,mesenchymal stem cell,413,0.00%,SORBS2,2.9021902084350586,0.31641967229408885,3
adrenal gland,mesenchymal stem cell,413,0.00%,CTNNA2,2.3790199756622314,0.2050420246190204,1
adrenal gland,mesenchymal stem cell,413,0.01%,FAM155A,2.500432252883911,0.23088946965455592,8
adrenal gland,mesenchymal stem cell,413,0.00%,CHGA,2.7576204935709634,0.2856422431554358,3
adrenal gland,mesenchymal stem cell,413,,CCSER1,,,
adrenal gland,mesenchymal stem cell,413,,FGF14,,,
adrenal gland,mesenchymal stem cell,413,,AGBL4,,,
adrenal gland,mesenchymal stem cell,413,0.02%,ROBO1,2.370530667512313,0.20323473683218396,23
adrenal gland,mesenchymal stem cell,413,0.04%,MEG3,2.3548666970771657,0.19990003605788345,57
adrenal gland,mesenchymal stem cell,413,0.01%,ROBO2,2.4288980043851414,0.21566055213038868,13
adrenal gland,mesenchymal stem cell,413,0.01%,LSAMP,2.4323461850484214,0.21639463489537952,12
adrenal gland,mesenchymal stem cell,413,,SLC24A2,,,
adrenal gland,mesenchymal stem cell,413,0.00%,DGKB,2.4523587226867676,0.22065510161642027,1
adrenal gland,mesenchymal stem cell,413,0.00%,RALYL,1.9777801831563313,0.11962213364761491,6
adrenal gland,mesenchymal stem cell,413,0.00%,MGAT4C,2.210791826248169,0.16922795420610337,4
adrenal gland,mesenchymal stem cell,413,0.00%,CACNB2,2.270313262939453,0.18189946567528584,2
adrenal gland,mesenchymal stem cell,413,0.00%,MAGI2,2.1061766147613525,0.14695643446638817,2
adrenal gland,macrophage,2728,1.39%,AIF1,2.846554136696475,0.30457531570047597,1929
adrenal gland,macrophage,2728,1.69%,CST3,3.5162005705944797,0.44713626414408514,2355
adrenal gland,macrophage,2728,1.36%,HLA-DRA,3.8256323988244203,0.513011168687845,1898
adrenal gland,macrophage,2728,1.19%,HLA-DPA1,3.4557711121823957,0.4342714440404176,1653
adrenal gland,macrophage,2728,1.12%,LYZ,3.0749630354859336,0.3532012585802751,1564
adrenal gland,macrophage,2728,0.85%,HLA-DQB1,2.95934873013883,0.32858814307693396,1184
adrenal gland,macrophage,2728,0.94%,LST1,2.3946662190132084,0.20837295147651266,1306
adrenal gland,macrophage,2728,1.73%,SAT1,3.649090299776693,0.47542714254143986,2407
adrenal gland,macrophage,2728,1.10%,HLA-DPB1,3.308400990604575,0.40289783665466683,1530
adrenal gland,macrophage,2728,1.69%,PSAP,3.491682568067988,0.4419166295471034,2346
adrenal gland,macrophage,2728,1.32%,CD74,4.412004610690522,0.63784387805958,1841
adrenal gland,macrophage,2728,1.77%,TYROBP,3.4246554519659504,0.4276472348945788,2467
adrenal gland,macrophage,2728,1.41%,HLA-DRB1,3.481012912878306,0.43964516794227837,1966
adrenal gland,macrophage,2728,0.80%,CPVL,2.361738158851835,0.20136290072527013,1117
adrenal gland,macrophage,2728,0.66%,HLA-DQA1,2.9576344209558822,0.3282231840020024,918
adrenal gland,macrophage,2728,1.45%,CTSS,2.824710912273348,0.2999251142909037,2013
adrenal gland,macrophage,2728,1.05%,MS4A6A,2.6830587751878414,0.2697688079331971,1464
adrenal gland,macrophage,2728,0.50%,CALHM6,2.1688140129056706,0.1602913025930122,701
adrenal gland,macrophage,2728,0.62%,FGL2,2.165199831093386,0.15952187986345664,858
adrenal gland,macrophage,2728,0.45%,CSTA,2.1143816322278064,0.1487031996439538,628
adrenal gland,macrophage,2728,0.82%,GPR183,2.6498652752781413,0.2627022477459887,1146
adrenal gland,macrophage,2728,0.67%,SPI1,2.1850512194916396,0.16374803954223505,927
adrenal gland,macrophage,2728,0.24%,JAML,1.9442588992235137,0.11248579155930945,328
adrenal gland,macrophage,2728,0.72%,HLA-DMB,2.2406785109421827,0.1755905269013873,1001
adrenal gland,macrophage,2728,0.67%,RNASE6,2.2445050022632778,0.17640514817663422,932
adrenal gland,macrophage,2728,1.33%,C1QB,3.671809386383567,0.4802638061455378,1853
adrenal gland,macrophage,2728,1.72%,NPC2,3.0746853752615064,0.3531421475286281,2390
adrenal gland,macrophage,2728,1.34%,C1QA,3.503552232982009,0.44444356107722544,1862
adrenal gland,macrophage,2728,1.20%,CD163,2.7627276316525045,0.2867295011648585,1677
adrenal gland,macrophage,2728,1.12%,C1QC,3.2966608306026215,0.40039847540963536,1564
adrenal gland,macrophage,2728,1.09%,MS4A7,2.595107851767822,0.25104494646758235,1522
adrenal gland,macrophage,2728,1.66%,CTSB,3.411630821310632,0.4248744228472698,2309
adrenal gland,macrophage,2728,1.42%,GRN,2.7601885884654216,0.2861889645673846,1981
adrenal gland,macrophage,2728,0.97%,C5AR1,2.665470058347983,0.266024348129237,1351
adrenal gland,macrophage,2728,0.98%,VSIG4,2.718769732159258,0.27737130925025705,1361
adrenal gland,macrophage,2728,0.99%,CD14,2.6435509803755424,0.26135799826671163,1383
adrenal gland,macrophage,2728,0.93%,MS4A4A,2.4797342479182802,0.22648307387698907,1291
adrenal gland,macrophage,2728,1.56%,FCER1G,2.994256743402139,0.3360197058049412,2174
adrenal gland,macrophage,2728,1.06%,PLAUR,2.735635869795193,0.28096193925475516,1477
adrenal gland,macrophage,2728,0.87%,MAFB,2.502356189257651,0.2312990562368199,1209
adrenal gland,macrophage,2728,1.73%,LAPTM5,3.0045213102058272,0.33820492819219206,2411
adrenal gland,macrophage,2728,0.96%,LIPA,2.678311401458489,0.2687581401132654,1337
adrenal gland,macrophage,2728,0.96%,FCGR3A,2.633961889320976,0.2593165778301185,1342
adrenal gland,macrophage,2728,1.03%,APOC1,3.637638108002092,0.47298908681755336,1434
adrenal gland,macrophage,2728,0.73%,CSF1R,2.2927531764687807,0.18667669615661886,1017
adrenal gland,macrophage,2728,0.01%,MPO,1.9495588938395183,0.11361410677306406,9
adrenal gland,macrophage,2728,0.14%,RETN,2.2191952069600425,0.1710169489110313,192
adrenal gland,macrophage,2728,0.00%,MS4A3,2.782578706741333,0.2909555941432313,2
adrenal gland,macrophage,2728,0.70%,S100A9,2.9726620151276952,0.33142240671045275,974
adrenal gland,macrophage,2728,0.00%,PRTN3,2.29944109916687,0.18810048721215727,1
adrenal gland,macrophage,2728,0.57%,S100A8,3.120694584719582,0.3629370425739184,789
adrenal gland,macrophage,2728,0.00%,AZU1,1.803312619527181,0.08247975509594216,6
adrenal gland,macrophage,2728,0.17%,PLAC8,2.1696454993574132,0.16046831764331035,231
adrenal gland,macrophage,2728,0.00%,DEFA4,2.011113166809082,0.12671838851203676,2
adrenal gland,macrophage,2728,0.02%,S100P,2.539273943219866,0.23915847241951366,28
adrenal gland,macrophage,2728,0.37%,MNDA,2.0456413106715425,0.13406908088917185,517
adrenal gland,macrophage,2728,0.13%,NUCB2,2.135204358047314,0.1531361472290407,178
adrenal gland,macrophage,2728,0.00%,CTSG,2.449620246887207,0.22007210783416012,2
adrenal gland,macrophage,2728,1.56%,SRGN,3.2424355693247127,0.38885446608462093,2175
adrenal gland,macrophage,2728,0.01%,DEFA3,2.3676185607910156,0.20261477878396356,19
adrenal gland,macrophage,2728,0.70%,TREM2,2.464365682796556,0.223211261904189,980
adrenal gland,macrophage,2728,0.03%,CD3E,2.0718526066960514,0.13964920053445817,37
adrenal gland,macrophage,2728,0.05%,CD3D,2.348573827031833,0.1985603477138824,67
adrenal gland,macrophage,2728,0.79%,ZFP36L2,2.5252072433540724,0.2361638143838307,1105
adrenal gland,macrophage,2728,1.15%,BTG1,2.699354553222656,0.2732380141510914,1600
adrenal gland,macrophage,2728,0.72%,CXCR4,2.411404052976338,0.21193626692760167,1009
adrenal gland,macrophage,2728,1.53%,HLA-B,3.393686978186736,0.4210543602515872,2126
adrenal gland,macrophage,2728,0.04%,GZMA,2.352319590250651,0.19935778279318464,60
adrenal gland,macrophage,2728,0.04%,CD2,2.275934600830078,0.18309619161996776,50
adrenal gland,macrophage,2728,0.51%,PTPRC,2.14530430506993,0.15528632373097914,715
adrenal gland,macrophage,2728,0.19%,CCL5,2.357574699460998,0.20047654235834933,258
adrenal gland,macrophage,2728,0.10%,CST7,2.3337164984809027,0.19539737283289987,144
adrenal gland,macrophage,2728,1.49%,HLA-C,2.848197400971487,0.30492515003353676,2078
adrenal gland,macrophage,2728,0.36%,DUSP2,2.2809064036821463,0.1841546381287316,502
adrenal gland,macrophage,2728,0.06%,CD7,2.3677557968511813,0.20264399495223911,82
adrenal gland,macrophage,2728,0.13%,IL2RG,2.182594341007087,0.1632249949783602,183
adrenal gland,macrophage,2728,0.25%,CYTIP,2.061216874556108,0.13738496080359527,352
adrenal gland,macrophage,2728,0.13%,NKG7,2.3153794232536766,0.19149359510222758,187
adrenal gland,macrophage,2728,0.03%,GZMH,2.2724318393441134,0.18235048915022697,43
adrenal gland,macrophage,2728,1.42%,HLA-A,2.995602267713061,0.336306154313003,1983
adrenal gland,macrophage,2728,0.71%,TNFAIP3,2.4933154198431198,0.22937436792795649,992
adrenal gland,macrophage,2728,0.01%,LCK,2.197673034667969,0.16643509625086753,15
adrenal gland,macrophage,2728,0.03%,CD8A,2.2533238728841147,0.17828259647810532,48
adrenal gland,macrophage,2728,0.10%,IL32,2.2142993702608,0.16997467482736858,136
adrenal gland,macrophage,2728,0.01%,CD3G,2.1350425720214843,0.1531017046215397,20
